umn_plantID,common_name,scientific_name,height,spread,form,seasonal_interest,seasonal_interest_specific,flower_color,landscape_use,light,zone,soil,notes
60,Apollo Sugar Maple,Acer saccharum,25 ft,10 ft,Columnar,Fall,Orange-yellow fall color., ,Pollinator garden;     Shade tree,Full sun,"4, 5, 6, 7, 8", ,Narrow  columnar form of sugar maple with a dense  symmetrical branching habit suitable for limited spaces. Good for pollinators.
2160,Appaloosa Blue Siberian Iris,Iris sibirica,30 in,15 in,Upright,Early summer,Dappled light blue flower,Blue,Border,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist;      Tolerates wet, 
1309,Apple Blossom Yarrow,Achillea millefolium,36 in,24 in,Clump; Upright,Early summer; Mid-summer; Late summer,Lilac pink summer flowers,Pink,Border; Boulevard planting; Cutting; Drying; Foundation planting; Natural planting; Pollinator garden; Prairie planting,Full sun,"3, 4, 5, 6, 7, 8",Adaptable; Prefers well-drained; Tolerates alkaline; Tolerates dry,Cutting flowers before pollen develops will retain color when dry. Nectar source for adult monarchs.
1321,Apple Blossom Yarrow,Achillea millefolium,16 in,16 in,Upright,Late summer; Early fall,Lilac pink summer flowers,Pink,Border; Boulevard planting; Cutting; Drying; Foundation planting; Natural planting; Prairie planting,Full sun,"3, 4, 5, 6, 7, 8",Adaptable; Prefers well-drained; Tolerates alkaline; Tolerates dry,Good for pollinators.
2529,Apricot Delight Jacob's Ladder,Polemonium carneum,20 in,18 in,Upright,Early summer,Soft lilac flowers with apricot tinge,Lilac,Border,Full sun;      Part sun,"3, 4, 5, 6, 7", , 
2725,Apricot Smoothie Black Eyed Susan Vine,Thunbergia alata,6 in,9 in,Climbing; Twining,Mid-summer; Late summer; Early fall,"Bright apricot-colored  simple flowers with black ""eyes"". Vining form makes this a good annual flowering annual vine. Attractive to bees and butterflies.",Apricot,Attract wildlife; Backdrop; Butterfly garden; Container; Focal point; Pollinator garden,Full sun; Part sun,Annual, , 
1949,Apricot Sparkles Daylily,Hemerocallis,12 in,18 in,Upright;     Mound,Early summer;      Late summer;      Mid-summer,Ruffled apricot-colored blossoms, ,Boulevard planting,Full sun;      Part sun,"4, 5, 6, 7", ,Diploid. Ruffled apricot-colored blossoms have diamond crusted petals that glisten in the sun. Blooms profusely in early summer then reblooms all summer long. Compact habit makes it an excellent edging plant.
885,April White Rhododendron,Rhododendron,3 ft,3 ft,Rounded,Spring,Spring double white flowers,White,Border;      Foundation planting,Full sun;      Part sun,"4, 5, 6, 7",Prefers acidic, 
253,Arabella Clematis,Clematis,6 ft,3 ft,Climbing;     Twining,Summer;     Fall, , ,Focal point;      Fragrance;      Screen,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,"Flowers are round  semi-nodding  2-3"" rose-purple flushed with red and cream anthers."
498,Arcadia Juniper,Juniperus sabina,1 ft,6 ft,Spreading,Fall;      Spring;      Summer;      Winter;      Year-round,Bright green foliage all year., ,Border;      Foundation planting,Full sun;      Part sun,"3, 4, 5, 6, 7",Adaptable,Foliage is green with lacy texture. Growth habit is semi-spreading. Plant in fully exposed locations.
1143,Arch McKean Lilac,Syringa vulgaris,8 ft,10 ft,Upright, ,Single rededish-purple fragrant spring flowers on large upright panicles.,Purple,Border; Pollinator garden,Full sun,"3, 4, 5, 6, 7",Prefers well-drained; Tolerates alkaline,A Father Fiala introduction named for Arch McKean  friend and patron of the Int  l Lilac Society. Heavy bloomer. Almost no suckers. Good for pollinators.
80,Arctic Beauty Hardy Kiwi,Actinidia kolomikta,15 ft,8 ft,Climbing;  Twining, ,Kiwi fruit on purple pink and green variegation., ,Edible landscape;  Fruit,Full sun;  Part sun,"4, 5, 6, 7, 8", ,"A deciduous twining vine with purple foliage at a young age. A male selection with attractive coloration  particularly striking with its pink and white variegated leaves. The leaves are 5"" long. Hardiest Kiwi known. Prefers Full sun."
348,Arctic Fire Dogwood,Cornus stolonifera,4 ft,4 ft,Rounded, ,Small;  white;  non-showy flowers bloom in late spring/early summer. Stunning red bark year round; gives plant winter interest., ,Attract wildlife; Border; Hedge; Natural planting,Full sun; Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist,Compact selection of Cornus 'Baileyi'. Blooms on old wood.
2455,Arctic Pink Phlox,Phlox borealis,4 in,10 in,Mound;    Spreading,Mid-spring;    Latespring,Deep pink flowers in early spring,Pink,Border;    Pollinatorgarden;    Rockgarden;    Container;    Xeriscaping,Fullsun,"1, 2, 3, 4, 5, 6, 7, 8, 9",Adaptable;    Preferswell-drained;    Toleratesdry,Native to Canada. Good for rock gardens
269,Arctic Queen Clematis,Clematis,8 ft,3 ft,Climbing;    Twining,Summer;    Fall, ,White,Focal point;     Fragrance;     Screen,Full sun;     Part sun,"4, 5, 6, 7, 8, 9",Prefers well-drained;    Prefers evenly-moist;    Prefers high organic matter,"Flowers are double  4-6"" clear white with creamy yellow anthers. Free flowering. (CPBR #1987)"
1325,Arendsii Monkshood,Aconitum carmichaelii,42 in,18 in,Clump;      Upright,Mid-summer;      Late summer;      Early fall, ,Blue,Border;      Cutting;      Drying,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist,All parts of this plant are poisonous.  Wear gloves when working with the plants or plant parts. Divide in early spring. Two - three years for plants to mature. Not suitable for gardens with small children.
2067,Aristocrat Hosta,Hosta,14 in,22 in,Mound,Early summer;      Late summer;      Mid-summer,Leaves are heart-shaped and blue with wide creamy-yellow margine; lavender flowers,Lavender,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8, 9", , 
1787,Arizona Sun Blanket Flower,Gaillardia grandiflora,24 in,24 in,Mound,Early fall;      Late summer;      Mid-summer,Flowers are deep red bordered with yellow.,Red;  Yellow,Border;      Pollinator garden;     Butterfly garden;     Cutting,Full sun,"2, 3, 4, 5, 6, 7, 8, 9, 10",Adaptable,This compact and uniform beauty will produce masses of fiery orange-red blooms surrounded by a ring of rich flame yellow from June to September. Attracts butterflies and other pollinators. Nectar source for adult monarchs.
73,Armstrong Maple,Acer x freemanii,55 ft,30 ft,Oval; Upright, ,Yellow and orange foliage., ,Pollinator garden; Shade tree; Street tree,Full sun,"4, 5, 6", ,May be chlorotic on high pH soils. Good for pollinators.
400,Arnold Dwarf Forsythia,Forsythia,3 ft,3 ft,Upright, ,Blooms lightly each spring.,Yellow,Border;  Foundation planting,Full sun;  Part sun,"4, 5, 6, 7, 8", ,This Arnold Arboretum introduction. Plant in protected location. Blooms on old wood.
542,Arnold Red Honeysuckle,Lonicera tatarica,8 ft,10 ft,Upright,Spring; Summer,Great display of dark red. Fragrant spring flowers. Brilliant red fruit in summer.,Red,Border; Foundation planting; Xeriscaping,Full sun; Part sun,"3, 4, 5, 6, 7, 8",Prefers well-drained,Easily grown in well-drained soil. Blooms on old wood.
739,Arnold Sentinel Pine,Pinus nigra,25 ft,8 ft,Columnar; Upright, ,Dark green needles; dense evergreen foliage., ,Windbreak,Full sun,"4, 5, 6, 7, 8",Adaptable; Tolerates alkaline; Tolerates dry,Mottled grey-brown bark. Tolerates Draught. Tolerates heat.
1256,Arrowwood Viburnum,Viburnum dentatum,12 ft,12 ft,Rounded; Upright, ,June white flowers; fall red foliage;  blue-black fruits,White,Attract wildlife; Border; Hedge; Screen,Full sun,"3, 4, 5, 6, 7, 8",Adaptable; Prefers evenly-moist; Tolerates alkaline, 
212,Asao Clematis,Clematis,8 ft,3 ft,Climbing;     Twining,Summer;     Fall, , ,Focal point;      Fragrance;      Screen,Full sun;      Part sun,"3, 4, 5, 6, 7, 8, 9",Prefers well-drained;     Prefers evenly-moist;     Prefers high organic matter,"Flowers are deep pink  with darker edges  6"". Very compact  free flowering."
200,Ascotiensis Clematis,Clematis,12 ft,3 ft,Climbing; Twining, , ,Blue,Fragrance,Full sun; Part sun,"4, 5, 6, 7, 8, 9",Prefers evenly-moist; Prefers high organic matter; Prefers well-drained; Tolerates alkaline,Flowers are bright blue  5-inches wide.  Free flowering with fragrance.
1171,Asessippi Lilac,Syringa xhyacinthiflora,12 ft,12 ft,Upright, ,Prolific bloomer. Single lavender spring flowers. Fragrant.,Lavender,Border; Pollinator garden,Full sun,"2, 3, 4, 5, 6, 7", ,Bred in mid-1930's by F. L. Skinner  Dropmore  Manitoba. One of the earliest to bloom. Does not become leggy. Well shaped. Good for pollinators.
1438,Asparagus Fern,Asparagus densiflorus,12 in,12 in,Mound,Early summer;     Late summer;     Mid-summer,Lighter green;  fine textured foliage on arching branches. Also called Sprengeri fern., ,Container,Full sun,Annual, ,Often used mixed with flowers in containers.
2511,Astra Double Blue Balloon Flower,Platycodon,8 in,8 in,Mound,Early summer;      Late summer;      Mid-summer,Long lasting double blooms on compact plants,Lavender;  Purple,Border,Full sun;      Part sun,"3, 4, 5, 6, 7, 8", , 
2161,Atoll Siberian Iris,Iris sibirica,30 in,15 in,Upright,Early summer,Dark violet-blue flower with lighter marbling,Purple;  Blue,Border,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist;      Tolerates wet, 
2144,August Emperor Japanese Iris,Iris ensata,36 in,24 in,Upright,Early summer,Beardless iris;  narrow leaves,Purple,Border,Full sun,"4, 5, 6, 7, 8, 9", , 
2024,August Moon Hosta,Hosta,18 in,30 in,Mound,Mid-summer,Gold leaves all season, ,Border;      Boulevard planting,Part sun,"3, 4, 5, 6, 7, 8", , 
2870,Aunt Dee Wisteria,Wisteria macrostachya,25 ft,25 ft,Arching; Cascading; Climbing; Trailing; Twining,Spring,Pale blue-purple flowers are slightly fragrant and borne in 7-12 inch hanging clusters in May.,Blue; Lavender,Attract wildlife; Backdrop; Butterfly garden; Focal point; Fragrance; Screen,Full sun,"4, 5, 6, 7, 8",Adaptable,Needs strong support and space to grow. Blooms on old wood
2813,Aurea Potato Vine,Solanum jasminoides,36 in,36 in,Cascading,Early summer;     Late summer;     Mid-summer,Yellow green variegated foliage, ,Container,Full sun;     Part sun,Annual, , 
2681,Aureas Lemon Thyme,Thymus citriodorus,6 in,12 in,Mound,Early summer; Mid-summer; Late summer,Green and gold foliage and small pink flowers. Lemon scented leaves.,Pink,Border; Butterfly garden; Container; Cutting; Drying; Edible landscape; Fragrance; Ground cover; Herb garden; Pollinator garden; Rock garden,Full sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist; Prefers well-drained,Good for pollinators.
2113,Aureomarginata Hosta,Hosta ventricosa,22 in,48 in,Mound,Mid-summer,leaves with distinct irregular margins golden yellow in spring;  fading to yellowish white,Purple,Border;      Boulevard planting,Part sun,"4, 5, 6, 7", ,Use it as a specimen among other green leaved hosta varieties.
2727,Aureomarginata Hosta,Hosta fortunei,20 in,36 in,Mound,Early summer; Mid-summer; Late summer,Large foliage is green with yellow borders. Lavender flowers emerge on tall stalks above foliage in August.,Lavender,Border; Boulevard planting,Full shade; Part shade,"3, 4", ,Large green leaves strongly edged in gold fading to cream.
737,Austrian Pine,Pinus nigra,40 ft,45 ft,Pyramidal, ,Dark green foliage all year. Fall cones. Winter fissured bark., ,Screen,Full sun,"4, 5, 6, 7",Adaptable; Prefers well-drained; Tolerates alkaline; Tolerates clay; Tolerates dry,Darkest green of all the pines. Heavy long needles give off a strong piney fragrance. Vigorous grower. Tolerates adverse conditions.  Does not perform well in restricted planting sites. Not good for street use or under utility lines.
74,Autumn Blaze¨ Maple,Acer x freemanii,60 ft,40 ft,Oval; Upright, ,Has red fall color., ,Pollinator garden; Shade tree; Street tree,Full sun,"4, 5, 6, 7",Prefers acidic,A hybrid of Silver and Red Maple; ascending branch habit. May be chlorotic in high pH soils. Good for pollinators.
1017,Autumn Bliss Raspberry,Rubus,6 ft,3 ft,Upright,Late spring;  Early summer;  Mid-summer;  Late summer;  Early fall,Early Primocane type with large red fruit. Large clusters of bright red;  mildly sweet berries. Early ripening.,White,Attract wildlife;  Edible landscape;  Fruit;  Natural planting;  Pollinator garden,Full sun,"4, 5, 6, 7, 8",Prefers high organic matter;  Prefers well-drained,Fall bearing yielding 50% of harvest in first three weeks - Early fall bearing spring cane removal shifts to entirely fall bearing. Good for pollinators.
2119,Autumn Bride Coral Bells,Heuchera villosa,36 in,24 in,Clump;      Mound,Late summer;      Early fall;      Mid-fall;      Late fall,Burgundy leaves with a touch of silvering and deeper purple veins,White,Border;     Attract hummingbirds,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers well-drained;      Prefers evenly-moist;      Prefers loam,Attractive to hummingbirds
99,Autumn Brilliance  Serviceberry,Amelanchier xgrandiflora,25 ft,15 ft,Rounded; Upright, ,Abundant clusters of large white flowers emerge in spring. Sweet;  edible;  purple fruit forms in summer. Green summer foliage is red/orange in fall.,White,Attract wildlife; Pollinator garden,Full sun; Part sun,"3, 4, 5, 6, 7, 8",Prefers acidic; Prefers evenly-moist; Prefers well-drained,An ornamental tree that becomes rounded with age. Good for pollinators. Interesting heavy/spreading branch pattern. Attractive light gray bark.
1020,Autumn Britten Raspberry,Rubus,4 ft,3 ft,Upright,Late spring;  Early summer;  Mid-summer;  Late summer;  Early fall,Berries are long and conical with a bright red color and a very good flavor.,White,Attract wildlife;  Edible landscape;  Fruit;  Natural planting;  Pollinator garden,Full sun,"4, 5, 6, 7",Prefers high organic matter;  Prefers well-drained,Fall bearing raspberry. A sister seedling of Autumn Bliss Self-fertile. Good for pollinators. (CPBR AF)
1988,Autumn Crocus,Crocus kotschyanue,6 in,4 in,Upright,Mid-fall;     Latefall, ,Purple,Border;     Natural planting,Full sun;     Part sun,"3, 4, 5, 6", , 
76,Autumn Fantasy Maple,Acer x freemanii,50 ft,40 ft,Oval; Upright, ,Bright red to magenta fall color., ,Pollinator garden,Full sun,"4, 5, 6, 7, 8, 9",Adaptable,A vigorous growing red and silver maple hybrid. Good for pollinators.
1637,Autumn Fire Sedum,Hylotelphium,18 in,18 in,Clump;      Upright;     Rounded,Late summer,does not disintegrate at peak bloom.,Red,Border;      Boulevard planting;      Pollinator garden;      Rock garden,Full sun,"3, 4, 5, 6, 7, 8, 9", ,Similar to 'Autumn Joy' but has a tighter growth habit thicker foliage and brighter rosy-pink flowers and Developed in Quebec. Good for pollinators.
410,Autumn Gold Ginkgo,Ginkgo biloba,55 ft,40 ft,Pyramidal, ,Fall yellow foliage., ,Attract wildlife; Street tree,Full sun,"4, 5, 6, 7, 8", ,Seedless male selection; selected by the Saratoga Horticulture Foundation in CA  introduced in 1955.
1257,Autumn Jazz¨ Arrowwood Viburnum,Viburnum dentatum,12 ft,10 ft,Rounded; Upright, ,White flowers in late spring. Blue-black fruit late summer through mid-fall. Fall foliage ranges from yellow to burgundy in late fall.,White,Border,Full sun; Part sun,"4, 5, 6, 7, 8",Adaptable; Prefers well-drained; Tolerates alkaline,A Chicagoland Grows¨ introduction.
2656,Autumn Joy Sedum,Hylotelphium,18 in,24 in,Clump; Rounded; Upright,Late summer; Early fall,Small;  pink star-shaped flowers bloom in large flat clusters in late summer. Gray-green succulent foliage all season. Dried seedheads are showy and catch snow in winter.,Pink,Border; Boulevard planting; Pollinator garden; Rock garden,Full sun,"3, 4, 5, 6, 7, 8",Adaptable; Tolerates clay,"Plant ""flops"" in too much shade."
105,Autumn Magic Black Chokeberry,Aronia melanocarpa,5 ft,4 ft,Upright, ,Fragrant flowers followed by edible;  dark purple/black berries which persist through the season. Glossy green foliage turns red/purple in fall.,White,Border; Natural planting,Full sun; Part sun,"3, 4, 5, 6, 7",Adaptable,Cultivar from the University of British Columbia.
2657,Autumn Monkshood,Aconitum henryi,48 in,36 in,Clump;      Upright,Mid-summer;      Late summer;      Early fall,Intensely colored flowers,Dark blue,Border;      Cutting;      Drying; ,Full sun;      Part sun,"3, 4, 5, 6, 7, 8",Prefers evenly-moist;      Prefers well-drained;     Prefers high organic matter,All parts of this plant are poisonous.  Wear gloves when working with the plants or plant parts. Divide in early spring. Two - three years for plants to mature. Not suitable for gardens with small children.
